"Genus"
"Taxon_1" "[Arcobacter] porcinus"
"Taxon_2679" "Lactobacillus helsingborgensis"
"Taxon_2680" "Lactobacillus helveticus"
"Taxon_2681" "Lactobacillus iners"
"Taxon_2682" "Lactobacillus jensenii"
"Taxon_2683" "Lactobacillus johnsonii"
"Taxon_2684" "Lactobacillus kefiranofaciens"
"Taxon_2685" "Lactobacillus kullabergensis"
"Taxon_2686" "Lactobacillus paragasseri"
"Taxon_2687" "Lactobacillus sp. CBA3606"
"Taxon_2688" "Lactobacillus sp. wkB8"
"Taxon_2689" "Lactobacillus taiwanensis"
"Taxon_2690" "Lactobacillus terrae"
"Taxon_2691" "Lactobacillus ultunensis"
"Taxon_2692" "Lactococcus allomyrinae"
"Taxon_2693" "Lactococcus cremoris"
"Taxon_2694" "Lactococcus garvieae"
"Taxon_2695" "Lactococcus lactis"
"Taxon_2696" "Lactococcus piscium"
"Taxon_2697" "Lactococcus raffinolactis"
"Taxon_2698" "Lactococcus sp. KACC 19320"
"Taxon_2699" "Lactococcus sp. LG606"
"Taxon_2700" "Lactococcus taiwanensis"
"Taxon_2701" "Lacunisphaera limnophila"
"Taxon_2702" "Lancefieldella parvula"
"Taxon_2703" "Lapidilactobacillus dextrinicus"
"Taxon_2704" "Laribacter hongkongensis"
"Taxon_2705" "Latilactobacillus curvatus"
"Taxon_2706" "Latilactobacillus fuchuensis"
"Taxon_2707" "Latilactobacillus graminis"
"Taxon_2708" "Latilactobacillus sakei"
"Taxon_2709" "Lautropia mirabilis"
"Taxon_2710" "Lawsonella clevelandensis"
"Taxon_2711" "Lawsonia intracellularis"
"Taxon_2712" "Leadbetterella byssophila"
"Taxon_2713" "Leclercia adecarboxylata"
"Taxon_2714" "Leclercia sp. 1106151"
"Taxon_2715" "Leclercia sp. 119287"
"Taxon_2716" "Leclercia sp. 29361"
"Taxon_2717" "Leclercia sp. 4-9-1-25"
"Taxon_2718" "Leclercia sp. J807"
"Taxon_2719" "Leclercia sp. LSNIH1"
"Taxon_2720" "Leclercia sp. W17"
"Taxon_2721" "Leclercia sp. W6"
"Taxon_2722" "Lederbergia lentus"
"Taxon_2723" "Leeuwenhoekiella sp. ZYFB001"
"Taxon_2724" "Legionella adelaidensis"
"Taxon_2725" "Legionella anisa"
"Taxon_2726" "Legionella cherrii"
"Taxon_2727" "Legionella clemsonensis"
"Taxon_2728" "Legionella endosymbiont of Polyplax serrata"
"Taxon_2729" "Legionella fallonii"
"Taxon_2730" "Legionella geestiana"
"Taxon_2731" "Legionella hackeliae"
"Taxon_2732" "Legionella israelensis"
"Taxon_2733" "Legionella jordanis"
"Taxon_2734" "Legionella lansingensis"
"Taxon_2735" "Legionella longbeachae"
"Taxon_2736" "Legionella oakridgensis"
"Taxon_2737" "Legionella pneumophila"
"Taxon_2738" "Legionella sainthelensi"
"Taxon_2739" "Legionella sp. MW5194"
"Taxon_2740" "Legionella sp. PC1000"
"Taxon_2741" "Legionella sp. PC997"
"Taxon_2742" "Legionella sp. TUM19329"
"Taxon_2743" "Legionella spiritensis"
"Taxon_2744" "Legionella waltersii"
"Taxon_2745" "Leifsonia shinshuensis"
"Taxon_2746" "Leifsonia sp. 21MFCrub1.1"
"Taxon_2747" "Leifsonia sp. PS1209"
"Taxon_2748" "Leifsonia xyli"
"Taxon_2749" "Leishmania braziliensis"
"Taxon_2750" "Leishmania donovani"
"Taxon_2751" "Leishmania infantum"
"Taxon_2752" "Leishmania major"
"Taxon_2753" "Leishmania mexicana"
"Taxon_2754" "Leishmania panamensis"
"Taxon_2755" "Leisingera aquaemixtae"
"Taxon_2756" "Leisingera methylohalidivorans"
"Taxon_2757" "Leisingera sp. NJS201"
"Taxon_2758" "Leisingera sp. NJS204"
"Taxon_2759" "Lelliottia amnigena"
"Taxon_2760" "Lelliottia nimipressuralis"
"Taxon_2761" "Lelliottia sp. WB101"
"Taxon_2762" "Leminorella richardii"
"Taxon_2763" "Lentibacillus amyloliquefaciens"
"Taxon_2764" "Lentibacillus sp. CBA3610"
"Taxon_2765" "Lentilactobacillus buchneri"
"Taxon_2766" "Lentilactobacillus curieae"
"Taxon_2767" "Lentilactobacillus hilgardii"
"Taxon_2768" "Lentilactobacillus kefiri"
"Taxon_2769" "Lentilactobacillus parabuchneri"
"Taxon_2770" "Lentilitoribacter sp. Alg239-R112"
"Taxon_2771" "Lentzea guizhouensis"
"Taxon_2772" "Leptolyngbya boryana"
"Taxon_2773" "Leptolyngbya sp. BL0902"
"Taxon_2774" "Leptolyngbya sp. NIES-3755"
"Taxon_2775" "Leptolyngbya sp. O-77"
"Taxon_2776" "Leptolyngbya sp. PCC 7376"
"Taxon_2777" "Leptospira biflexa"
"Taxon_2778" "Leptospira interrogans"
"Taxon_2779" "Leptospira kmetyi"
"Taxon_2780" "Leptospirillum ferrooxidans"
"Taxon_2781" "Leptothrix cholodnii"
"Taxon_2782" "Leptotrichia hofstadii"
"Taxon_2783" "Leptotrichia sp. oral taxon 212"
"Taxon_2784" "Leptotrichia sp. oral taxon 847"
"Taxon_2785" "Leptotrichia wadei"
"Taxon_2786" "Leucobacter coleopterorum"
"Taxon_2787" "Leucobacter denitrificans"
"Taxon_2788" "Leucobacter insecticola"
"Taxon_2789" "Leucobacter muris"
"Taxon_2790" "Leucobacter sp. CX169"
"Taxon_2791" "Leucobacter triazinivorans"
"Taxon_2792" "Leucobacter viscericola"
"Taxon_2793" "Leuconostoc carnosum"
"Taxon_2794" "Leuconostoc citreum"
"Taxon_2795" "Leuconostoc falkenbergense"
"Taxon_2796" "Leuconostoc gelidum"
"Taxon_2797" "Leuconostoc lactis"
"Taxon_2798" "Leuconostoc mesenteroides"
"Taxon_2799" "Leuconostoc pseudomesenteroides"
"Taxon_2800" "Leuconostoc suionicum"
"Taxon_2801" "Levilactobacillus brevis"
"Taxon_2802" "Levilactobacillus koreensis"
"Taxon_2803" "Levilactobacillus suantsaii"
"Taxon_2804" "Levilactobacillus zymae"
"Taxon_2805" "Liberibacter crescens"
"Taxon_2806" "Lichenicola cladoniae"
"Taxon_2807" "Lichenihabitans psoromatis"
"Taxon_2808" "Ligilactobacillus acidipiscis"
"Taxon_2809" "Ligilactobacillus agilis"
"Taxon_2810" "Ligilactobacillus animalis"
"Taxon_2811" "Ligilactobacillus murinus"
"Taxon_2812" "Ligilactobacillus ruminis"
"Taxon_2813" "Ligilactobacillus saerimneri"
"Taxon_2814" "Ligilactobacillus salivarius"
"Taxon_2815" "Lignipirellula cremea"
"Taxon_2816" "Limihaloglobus sulfuriphilus"
"Taxon_2817" "Limnobacter sp. SAORIC-580"
"Taxon_2818" "Limnobaculum parvum"
"Taxon_2819" "Limnochorda pilosa"
"Taxon_2820" "Limnoglobus roseus"
"Taxon_2821" "Limnohabitans sp. 103DPR2"
"Taxon_2822" "Limnohabitans sp. 63ED37-2"
"Taxon_2823" "Limosilactobacillus fermentum"
"Taxon_2824" "Limosilactobacillus frumenti"
"Taxon_2825" "Limosilactobacillus gastricus"
"Taxon_2826" "Limosilactobacillus mucosae"
"Taxon_2827" "Limosilactobacillus pontis"
"Taxon_2828" "Limosilactobacillus reuteri"
"Taxon_2829" "Limosilactobacillus vaginalis"
"Taxon_2830" "Liquorilactobacillus hordei"
"Taxon_2831" "Liquorilactobacillus mali"
"Taxon_2832" "Liquorilactobacillus nagelii"
"Taxon_2833" "Listeria grayi"
"Taxon_2834" "Listeria innocua"
"Taxon_2835" "Listeria ivanovii"
"Taxon_2836" "Listeria monocytogenes"
"Taxon_2837" "Listeria seeligeri"
"Taxon_2838" "Listeria sp. PSOL-1"
"Taxon_2839" "Listeria weihenstephanensis"
"Taxon_2840" "Listeria welshimeri"
"Taxon_2841" "Litoricola lipolytica"
"Taxon_2842" "Litorilituus sediminis"
"Taxon_2843" "Loigolactobacillus backii"
"Taxon_2844" "Loigolactobacillus bifermentans"
"Taxon_2845" "Loigolactobacillus coryniformis"
"Taxon_2846" "Longibaculum sp. KGMB06250"
"Taxon_2847" "Lonsdalea britannica"
"Taxon_2848" "Lonsdalea populi"
"Taxon_2849" "Luteibacter pinisoli"
"Taxon_2850" "Luteibacter rhizovicinus"
"Taxon_2851" "Luteimicrobium xylanilyticum"
"Taxon_2852" "Luteimonas chenhongjianii"
"Taxon_2853" "Luteimonas granuli"
"Taxon_2854" "Luteimonas sp. JM171"
"Taxon_2855" "Luteimonas sp. MC1572"
"Taxon_2856" "Luteimonas sp. MC1750"
"Taxon_2857" "Luteimonas sp. MC1825"
"Taxon_2858" "Luteimonas sp. YGD11-2"
"Taxon_2859" "Luteimonas yindakuii"
"Taxon_2860" "Luteipulveratus mongoliensis"
"Taxon_2861" "Luteitalea pratensis"
"Taxon_2862" "Luteithermobacter gelatinilyticus"
"Taxon_2863" "Luteolibacter luteus"
"Taxon_2864" "Lutibacter profundi"
"Taxon_2865" "Lysinibacillus fusiformis"
"Taxon_2866" "Lysinibacillus sp. 2017"
"Taxon_2867" "Lysinibacillus sp. FJAT-51161"
"Taxon_2868" "Lysinibacillus sp. SGAir0095"
"Taxon_2869" "Lysinibacillus sp. YS11"
"Taxon_2870" "Lysinibacillus sphaericus"
"Taxon_2871" "Lysinibacillus timonensis"
"Taxon_2872" "Lysinimonas sp. KACC 19322"
"Taxon_2873" "Lysobacter alkalisoli"
"Taxon_2874" "Lysobacter antibioticus"
"Taxon_2875" "Lysobacter arenosi"
"Taxon_2876" "Lysobacter capsici"
"Taxon_2877" "Lysobacter enzymogenes"
"Taxon_2878" "Lysobacter gummosus"
"Taxon_2879" "Lysobacter lycopersici"
"Taxon_2880" "Lysobacter maris"
"Taxon_2881" "Lysobacter oculi"
"Taxon_2882" "Lysobacter soli"
"Taxon_2883" "Lysobacter solisilvae"
"Taxon_2884" "Lysobacter sp. CW239"
"Taxon_2885" "Lysobacter sp. H21R20"
"Taxon_2886" "Lysobacter sp. H21R4"
"Taxon_2887" "Lysobacter sp. H23M41"
"Taxon_2888" "Lysobacter sp. H23M47"
"Taxon_2889" "Lysobacter sp. HDW10"
"Taxon_2890" "Lysobacter sp. TY2-98"
"Taxon_2891" "Macrococcus canis"
"Taxon_2892" "Macrococcus caseolyticus"
"Taxon_2893" "Macrococcus sp. IME1552"
"Taxon_2894" "Mageeibacillus indolicus"
"Taxon_2895" "Magnetococcus marinus"
"Taxon_2896" "Magnetospira sp. QH-2"
"Taxon_2897" "Magnetospirillum gryphiswaldense"
"Taxon_2898" "Magnetospirillum magneticum"
"Taxon_2899" "Magnetospirillum sp. ME-1"
"Taxon_2900" "Magnetospirillum sp. XM-1"
"Taxon_2901" "Mahella australiensis"
"Taxon_2902" "Maioricimonas rarisocia"
"Taxon_2903" "Malaciobacter canalis"
"Taxon_2904" "Malaciobacter halophilus"
"Taxon_2905" "Malaciobacter marinus"
"Taxon_2906" "Malaciobacter molluscorum"
"Taxon_2907" "Malaciobacter mytili"
"Taxon_2908" "Malaciobacter pacificus"
"Taxon_2909" "Malassezia restricta"
"Taxon_2910" "Mameliella alba"
"Taxon_2911" "Mammaliicoccus fleurettii"
"Taxon_2912" "Mammaliicoccus lentus"
"Taxon_2913" "Mammaliicoccus sciuri"
"Taxon_2914" "Mammaliicoccus stepanovicii"
"Taxon_2915" "Mammaliicoccus vitulinus"
"Taxon_2916" "Mannheimia bovis"
"Taxon_2917" "Mannheimia granulomatis"
"Taxon_2918" "Mannheimia haemolytica"
"Taxon_2919" "Mannheimia ovis"
"Taxon_2920" "Mannheimia pernigra"
"Taxon_2921" "Mannheimia sp. USDA-ARS-USMARC-1261"
"Taxon_2922" "Mannheimia varigena"
"Taxon_2923" "Maribacter cobaltidurans"
"Taxon_2924" "Maribacter dokdonensis"
"Taxon_2925" "Maribacter sp. 1_2014MBL_MicDiv"
"Taxon_2926" "Maribacter sp. HTCC2170"
"Taxon_2927" "Maribacter sp. MJ134"
"Taxon_2928" "Maribacter sp. T28"
"Taxon_2929" "Maribius sp. THAF1"
"Taxon_2930" "Maricaulis maris"
"Taxon_2931" "Marichromatium purpuratum"
"Taxon_2932" "Maridesulfovibrio hydrothermalis"
"Taxon_2933" "Maridesulfovibrio salexigens"
"Taxon_2934" "Mariniblastus fucicola"
"Taxon_2935" "Marinicauda algicola"
"Taxon_2936" "Mariniflexile sp. TRM1-10"
"Taxon_2937" "Marinilactibacillus sp. 15R"
"Taxon_2938" "Marinithermus hydrothermalis"
"Taxon_2939" "Marinobacter adhaerens"
"Taxon_2940" "Marinobacter fonticola"
"Taxon_2941" "Marinobacter hydrocarbonoclasticus"
"Taxon_2942" "Marinobacter psychrophilus"
"Taxon_2943" "Marinobacter salarius"
"Taxon_2944" "Marinobacter salinus"
"Taxon_2945" "Marinobacter salsuginis"
"Taxon_2946" "Marinobacter sp. Arc7-DN-1"
"Taxon_2947" "Marinobacter sp. BSs20148"
"Taxon_2948" "Marinobacter sp. CP1"
"Taxon_2949" "Marinobacter sp. es.042"
"Taxon_2950" "Marinobacter sp. JH2"
"Taxon_2951" "Marinobacter sp. LPB0319"
"Taxon_2952" "Marinobacter sp. LQ44"
"Taxon_2953" "Marinobacter sp. LV10R510-11A"
"Taxon_2954" "Marinobacter sp. NP-4(2019)"
"Taxon_2955" "Marinobacterium aestuarii"
"Taxon_2956" "Marinobacterium georgiense"
"Taxon_2957" "Marinobacterium sp. LSUCC0821"
"Taxon_2958" "Marinomonas algicola"
"Taxon_2959" "Marinomonas arctica"
"Taxon_2960" "Marinomonas foliarum"
"Taxon_2961" "Marinomonas mediterranea"
"Taxon_2962" "Marinomonas posidonica"
"Taxon_2963" "Marinomonas primoryensis"
"Taxon_2964" "Marinomonas sp. FW-1"
"Taxon_2965" "Marinomonas sp. MWYL1"
"Taxon_2966" "Marinovum algicola"
"Taxon_2967" "Mariprofundus aestuarium"
"Taxon_2968" "Mariprofundus ferrinatatus"
"Taxon_2969" "Marisediminicola antarctica"
"Taxon_2970" "Maritalea myrionectae"
"Taxon_2971" "Marivirga tractuosa"
"Taxon_2972" "Marivivens sp. JLT3646"
"Taxon_2973" "Marmoricola scoriae"
"Taxon_2974" "Martelella endophytica"
"Taxon_2975" "Martelella lutilitoris"
"Taxon_2976" "Martelella mediterranea"
"Taxon_2977" "Martelella sp. AD-3"
"Taxon_2978" "Massilia albidiflava"
"Taxon_2979" "Massilia armeniaca"
"Taxon_2980" "Massilia flava"
"Taxon_2981" "Massilia lutea"
"Taxon_2982" "Massilia oculi"
"Taxon_2983" "Massilia plicata"
"Taxon_2984" "Massilia putida"
"Taxon_2985" "Massilia sp. CCM 8941"
"Taxon_2986" "Massilia sp. Dwa41.01b"
"Taxon_2987" "Massilia sp. LPB0304"
"Taxon_2988" "Massilia sp. NR 4-1"
"Taxon_2989" "Massilia sp. Se16.2.3"
"Taxon_2990" "Massilia sp. WG5"
"Taxon_2991" "Massilia sp. YMA4"
"Taxon_2992" "Massilia umbonata"
"Taxon_2993" "Massilia violaceinigra"
"Taxon_2994" "Massilistercora timonensis"
"Taxon_2995" "Megamonas funiformis"
"Taxon_2996" "Megamonas hypermegale"
"Taxon_2997" "Megasphaera elsdenii"
"Taxon_2998" "Megasphaera stantonii"
"Taxon_2999" "Meiothermus ruber"
"Taxon_3000" "Meiothermus silvanus"
"Taxon_3001" "Meiothermus taiwanensis"
"Taxon_3002" "Melaminivora sp. SC2-9"
"Taxon_3003" "Melioribacter roseus"
"Taxon_3004" "Melissococcus plutonius"
"Taxon_3005" "Melittangium boletus"
"Taxon_3006" "Mesobacillus foraminis"
"Taxon_3007" "Mesobacillus jeotgali"
"Taxon_3008" "Mesoflavibacter profundi"
"Taxon_3009" "Mesorhizobium amorphae"
"Taxon_3010" "Mesorhizobium australicum"
"Taxon_3011" "Mesorhizobium ciceri"
"Taxon_3012" "Mesorhizobium erdmanii"
"Taxon_3013" "Mesorhizobium huakuii"
"Taxon_3014" "Mesorhizobium japonicum"
"Taxon_3015" "Mesorhizobium loti"
"Taxon_3016" "Mesorhizobium oceanicum"
"Taxon_3017" "Mesorhizobium opportunistum"
"Taxon_3018" "Mesorhizobium sp. 113-1-2"
"Taxon_3019" "Mesorhizobium sp. 113-3-3"
"Taxon_3020" "Mesorhizobium sp. 113-3-9"
"Taxon_3021" "Mesorhizobium sp. 131-2-1"
"Taxon_3022" "Mesorhizobium sp. 131-2-5"
"Taxon_3023" "Mesorhizobium sp. 131-3-5"
"Taxon_3024" "Mesorhizobium sp. 8"
"Taxon_3025" "Mesorhizobium sp. AA22"
"Taxon_3026" "Mesorhizobium sp. DCY119"
"Taxon_3027" "Mesorhizobium sp. INR15"
"Taxon_3028" "Mesorhizobium sp. J8"
"Taxon_3029" "Mesorhizobium sp. L-2-11"
"Taxon_3030" "Mesorhizobium sp. L-8-10"
"Taxon_3031" "Mesorhizobium sp. L-8-3"
"Taxon_3032" "Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1"
"Taxon_3033" "Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1"
"Taxon_3034" "Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1"
"Taxon_3035" "Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1"
"Taxon_3036" "Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1"
"Taxon_3037" "Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1"
"Taxon_3038" "Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1"
"Taxon_3039" "Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1"
"Taxon_3040" "Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1"
"Taxon_3041" "Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1"
"Taxon_3042" "Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1"
"Taxon_3043" "Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1"
"Taxon_3044" "Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1"
"Taxon_3045" "Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2"
"Taxon_3046" "Mesorhizobium sp. N3"
"Taxon_3047" "Mesorhizobium sp. NBSH29"
"Taxon_3048" "Mesorhizobium sp. NZP2077"
"Taxon_3049" "Mesorhizobium sp. NZP2234"
"Taxon_3050" "Mesorhizobium sp. NZP2298"
"Taxon_3051" "Mesorhizobium sp. Pch-S"
"Taxon_3052" "Mesorhizobium sp. WSM1497"
"Taxon_3053" "Mesorhizobium terrae"
"Taxon_3054" "Mesotoga infera"
"Taxon_3055" "Mesotoga prima"
"Taxon_3056" "Metabacillus litoralis"
"Taxon_3057" "Metabacillus sp. cB07"
"Taxon_3058" "Metabacillus sp. KUDC1714"
"Taxon_3059" "Metakosakonia sp. MRY16-398"
"Taxon_3060" "Methanobacterium lacus"
"Taxon_3061" "Methanobrevibacter millerae"
"Taxon_3062" "Methanocaldococcus sp. FS406-22"
"Taxon_3063" "Methanocella arvoryzae"
"Taxon_3064" "Methanocella paludicola"
"Taxon_3065" "Methanococcoides burtonii"
"Taxon_3066" "Methanoculleus bourgensis"
"Taxon_3067" "Methanoculleus marisnigri"
"Taxon_3068" "Methanofollis liminatans"
"Taxon_3069" "Methanohalobium evestigatum"
"Taxon_3070" "Methanolobus zinderi"
"Taxon_3071" "Methanomethylovorans hollandica"
"Taxon_3072" "Methanoplanus limicola"
"Taxon_3073" "Methanopyrus kandleri"
"Taxon_3074" "Methanoregula formicica"
"Taxon_3075" "Methanosaeta harundinacea"
"Taxon_3076" "Methanosarcina barkeri"
"Taxon_3077" "Methanosarcina horonobensis"
"Taxon_3078" "Methanosarcina mazei"
"Taxon_3079" "Methanosarcina siciliae"
"Taxon_3080" "Methanosarcina thermophila"
"Taxon_3081" "Methanosphaerula palustris"
"Taxon_3082" "Methanothermobacter sp. KEPCO-1"
"Taxon_3083" "Methanothrix soehngenii"
"Taxon_3084" "Methylacidimicrobium sp. AP8"
"Taxon_3085" "Methylacidimicrobium sp. B4"
"Taxon_3086" "Methylacidiphilum kamchatkense"
"Taxon_3087" "Methylacidiphilum sp. IT6"
"Taxon_3088" "Methylibium petroleiphilum"
"Taxon_3089" "Methylibium sp. Pch-M"
"Taxon_3090" "Methylibium sp. T29"
"Taxon_3091" "Methylibium sp. T29-B"
"Taxon_3092" "Methylobacillus flagellatus"
"Taxon_3093" "Methylobacterium aquaticum"
"Taxon_3094" "Methylobacterium brachiatum"
"Taxon_3095" "Methylobacterium currus"
"Taxon_3096" "Methylobacterium durans"
"Taxon_3097" "Methylobacterium indicum"
"Taxon_3098" "Methylobacterium mesophilicum"
"Taxon_3099" "Methylobacterium nodulans"
"Taxon_3100" "Methylobacterium oryzae"
"Taxon_3101" "Methylobacterium phyllosphaerae"
"Taxon_3102" "Methylobacterium radiotolerans"
"Taxon_3103" "Methylobacterium sp. 17Sr1-1"
"Taxon_3104" "Methylobacterium sp. 17Sr1-43"
"Taxon_3105" "Methylobacterium sp. 4-46"
"Taxon_3106" "Methylobacterium sp. AMS5"
"Taxon_3107" "Methylobacterium sp. C1"
"Taxon_3108" "Methylobacterium sp. CLZ"
"Taxon_3109" "Methylobacterium sp. DM1"
"Taxon_3110" "Methylobacterium sp. WL1"
"Taxon_3111" "Methylobacterium sp. XJLW"
"Taxon_3112" "Methylobacterium terrae"
"Taxon_3113" "Methylocaldum marinum"
"Taxon_3114" "Methyloceanibacter caenitepidi"
"Taxon_3115" "Methyloceanibacter sp. wino2"
"Taxon_3116" "Methylocella silvestris"
"Taxon_3117" "Methylocella tundrae"
"Taxon_3118" "Methylococcus capsulatus"
"Taxon_3119" "Methylococcus sp. EFPC2"
"Taxon_3120" "Methylococcus sp. IM1"
"Taxon_3121" "Methylocystis bryophila"
"Taxon_3122" "Methylocystis heyeri"
"Taxon_3123" "Methylocystis parvus"
"Taxon_3124" "Methylocystis rosea"
"Taxon_3125" "Methylocystis sp. SC2"
"Taxon_3126" "Methyloligella sp. GL2"
"Taxon_3127" "Methylomicrobium album"
"Taxon_3128" "Methylomicrobium sp. wino1"
"Taxon_3129" "Methylomonas denitrificans"
"Taxon_3130" "Methylomonas koyamae"
"Taxon_3131" "Methylomonas methanica"
"Taxon_3132" "Methylomonas rhizoryzae"
"Taxon_3133" "Methylomonas sp. DH-1"
"Taxon_3134" "Methylomonas sp. EFPC1"
"Taxon_3135" "Methylomonas sp. LL1"
"Taxon_3136" "Methylomonas sp. LW13"
"Taxon_3137" "Methylomusa anaerophila"
"Taxon_3138" "Methylophaga frappieri"
"Taxon_3139" "Methylophaga nitratireducenticrescens"
"Taxon_3140" "Methylophilus medardicus"
"Taxon_3141" "Methylophilus sp. TWE2"
"Taxon_3142" "Methylorubrum extorquens"
"Taxon_3143" "Methylorubrum populi"
"Taxon_3144" "Methylorubrum zatmanii"
"Taxon_3145" "Methylosinus sp. C49"
"Taxon_3146" "Methylosinus trichosporium"
"Taxon_3147" "Methylotenera mobilis"
"Taxon_3148" "Methylotenera versatilis"
"Taxon_3149" "Methylotuvimicrobium alcaliphilum"
"Taxon_3150" "Methylotuvimicrobium buryatense"
"Taxon_3151" "Methyloversatilis sp. RAC08"
"Taxon_3152" "Methylovirgula ligni"
"Taxon_3153" "Methylovorus glucosotrophus"
"Taxon_3154" "Methylovorus sp. MP688"
"Taxon_3155" "Methylovulum psychrotolerans"
"Taxon_3156" "Micavibrio aeruginosavorus"
"Taxon_3157" "Microbacterium amylolyticum"
"Taxon_3158" "Microbacterium aurum"
"Taxon_3159" "Microbacterium caowuchunii"
"Taxon_3160" "Microbacterium chocolatum"
"Taxon_3161" "Microbacterium endophyticum"
"Taxon_3162" "Microbacterium esteraromaticum"
"Taxon_3163" "Microbacterium foliorum"
"Taxon_3164" "Microbacterium hominis"
"Taxon_3165" "Microbacterium hydrocarbonoxydans"
"Taxon_3166" "Microbacterium lemovicicum"
"Taxon_3167" "Microbacterium lushaniae"
"Taxon_3168" "Microbacterium oleivorans"
"Taxon_3169" "Microbacterium oryzae"
"Taxon_3170" "Microbacterium oxydans"
"Taxon_3171" "Microbacterium paludicola"
"Taxon_3172" "Microbacterium paraoxydans"
"Taxon_3173" "Microbacterium protaetiae"
"Taxon_3174" "Microbacterium pygmaeum"
"Taxon_3175" "Microbacterium schleiferi"
"Taxon_3176" "Microbacterium sediminis"
"Taxon_3177" "Microbacterium sp. 1.5R"
"Taxon_3178" "Microbacterium sp. 10M-3C3"
"Taxon_3179" "Microbacterium sp. 1S1"
"Taxon_3180" "Microbacterium sp. 4R-513"
"Taxon_3181" "Microbacterium sp. A18JL200"
"Taxon_3182" "Microbacterium sp. A18JL241"
"Taxon_3183" "Microbacterium sp. ABRD_28"
"Taxon_3184" "Microbacterium sp. BH-3-3-3"
"Taxon_3185" "Microbacterium sp. CBA3102"
"Taxon_3186" "Microbacterium sp. CGR1"
"Taxon_3187" "Microbacterium sp. HY60"
"Taxon_3188" "Microbacterium sp. HY82"
"Taxon_3189" "Microbacterium sp. JZ31"
"Taxon_3190" "Microbacterium sp. LKL04"
"Taxon_3191" "Microbacterium sp. No. 7"
"Taxon_3192" "Microbacterium sp. Nx66"
"Taxon_3193" "Microbacterium sp. NY27"
"Taxon_3194" "Microbacterium sp. PAMC 28756"
"Taxon_3195" "Microbacterium sp. PM5"
"Taxon_3196" "Microbacterium sp. RG1"
"Taxon_3197" "Microbacterium sp. Se63.02b"
"Taxon_3198" "Microbacterium sp. SGAir0570"
"Taxon_3199" "Microbacterium sp. str. China"
"Taxon_3200" "Microbacterium sp. TPU 3598"
"Taxon_3201" "Microbacterium sp. WY121"
"Taxon_3202" "Microbacterium sp. XT11"
"Taxon_3203" "Microbacterium sp. Y-01"
"Taxon_3204" "Microbacterium sp. YJN-G"
"Taxon_3205" "Microbacterium testaceum"
"Taxon_3206" "Microbacterium wangchenii"
"Taxon_3207" "Microbulbifer agarilyticus"
"Taxon_3208" "Microbulbifer aggregans"
"Taxon_3209" "Microbulbifer hydrolyticus"
"Taxon_3210" "Microbulbifer sp. A4B17"
"Taxon_3211" "Microbulbifer sp. ALW1"
"Taxon_3212" "Microbulbifer sp. GL-2"
"Taxon_3213" "Microbulbifer sp. SH-1"
"Taxon_3214" "Microbulbifer sp. THAF38"
"Taxon_3215" "Microbulbifer sp. YPW1"
"Taxon_3216" "Microbulbifer thermotolerans"
"Taxon_3217" "Microcella alkaliphila"
"Taxon_3218" "Micrococcus luteus"
"Taxon_3219" "Micrococcus sp. KBS0714"
"Taxon_3220" "Microcoleus sp. PCC 7113"
"Taxon_3221" "Microcystis aeruginosa"
"Taxon_3222" "Microcystis sp. MC19"
"Taxon_3223" "Microcystis viridis"
"Taxon_3224" "Microlunatus phosphovorus"
"Taxon_3225" "Microlunatus sagamiharensis"
"Taxon_3226" "Microlunatus soli"
"Taxon_3227" "Microlunatus sp. Gsoil 973"
"Taxon_3228" "Microlunatus sp. KUDC0627"
"Taxon_3229" "Micromonospora aurantiaca"
"Taxon_3230" "Micromonospora auratinigra"
"Taxon_3231" "Micromonospora carbonacea"
"Taxon_3232" "Micromonospora chokoriensis"
"Taxon_3233" "Micromonospora coriariae"
"Taxon_3234" "Micromonospora coxensis"
"Taxon_3235" "Micromonospora craniellae"
"Taxon_3236" "Micromonospora echinaurantiaca"
"Taxon_3237" "Micromonospora echinofusca"
"Taxon_3238" "Micromonospora echinospora"
"Taxon_3239" "Micromonospora inositola"
"Taxon_3240" "Micromonospora krabiensis"
"Taxon_3241" "Micromonospora maris"
"Taxon_3242" "Micromonospora narathiwatensis"
"Taxon_3243" "Micromonospora purpureochromogenes"
"Taxon_3244" "Micromonospora rifamycinica"
"Taxon_3245" "Micromonospora sagamiensis"
"Taxon_3246" "Micromonospora siamensis"
"Taxon_3247" "Micromonospora sp. 28ISP2-46"
"Taxon_3248" "Micromonospora sp. B006"
